Species Taxon ID	Species Name	All Taxa	Is Vertebrate	Group
287	Pseudomonas aeruginosa	287, 10000815, 10000818, 10000817, 208963, 10000723, 10000822, 208964, 350704, 1009714, 350703, 388272, 10001058, 10001519, 10001057	FALSE	Bacteria
292	Burkholderia cepacia (Burkholderia cepacia genomovar I)	292	FALSE	Bacteria
294	Pseudomonas fluorescens	294	FALSE	Bacteria
298	Pseudomonas marginalis	298	FALSE	Bacteria
300	Pseudomonas mendocina	300	FALSE	Bacteria
303	Pseudomonas putida	303, 351746	FALSE	Bacteria
306	Pseudomonas sp.	306	FALSE	Bacteria
312	Pseudomonas sp. RS-16	312	FALSE	Bacteria
316	Stutzerimonas stutzeri	316	FALSE	Bacteria
317	Pseudomonas syringae	10001690, 192087, 10001689, 10001688	FALSE	Bacteria
346	Xanthomonas citri	346	FALSE	Bacteria
354	Azotobacter vinelandii	322710, 354	FALSE	Bacteria
358	Agrobacterium tumefaciens	358	FALSE	Bacteria
382	Sinorhizobium meliloti	382, 266834	FALSE	Bacteria
384	Rhizobium leguminosarum	384	FALSE	Bacteria
446	Legionella pneumophila	446, 272624, 66976	FALSE	Bacteria
450	Legionella longbeachae	661367	FALSE	Bacteria
470	Acinetobacter baumannii	470, 509173, 400667	FALSE	Bacteria
471	Acinetobacter calcoaceticus	471	FALSE	Bacteria
480	Moraxella catarrhalis	480, 10001556, 10001851, 857571, 10001831, 10001849	FALSE	Bacteria
485	Neisseria gonorrhoeae	10001077, 528354, 485, 10001558, 10001078, 10000863, 242231	FALSE	Bacteria
487	Neisseria meningitidis	10001524, 1172206, 135720, 909420, 10001162, 491, 10000972, 272831, 487, 648194, 65699, 10001051, 10000979, 10000843, 122586, 10001604, 10001003, 10001050, 10001161, 10001713, 10001049, 10001044, 10001560, 10001860, 10001783, 10001797	FALSE	Bacteria
502	Kingella denitrificans	502	FALSE	Bacteria
511	Alcaligenes faecalis	511	FALSE	Bacteria
520	Bordetella pertussis	10002069, 257313, 520, 10002422	FALSE	Bacteria
521	Bordetella avium	521	FALSE	Bacteria
524	Acidiphilium cryptum (Acidiphilum cryptum)	524, 349163	FALSE	Bacteria
539	Eikenella corrodens	539	FALSE	Bacteria
546	Citrobacter freundii	546	FALSE	Bacteria
548	Klebsiella aerogenes	548	FALSE	Bacteria
550	Enterobacter cloacae	336306, 550	FALSE	Bacteria
554	Pectobacterium carotovorum	561230, 554	FALSE	Bacteria
556	Dickeya chrysanthemi	556	FALSE	Bacteria
562	Escherichia coli	344601, 439184, 679206, 244320, 340185, 316385, 340197, 478005, 478006, 217992, 364106, 340186, 10000728, 1302237, 331111, 10002022, 10001528, 216592, 331112, 1197131, 10002127, 83334, 10000733, 362663, 562, 199310, 1432555, 525281, 1392869, 10000727, 10001633, 405955, 10000734, 358709, 83333, 511145, 37762, 10001659, 155864, 1045010, 585034, 316407, 478008, 10001145, 344610, 481805, 168807, 10001502, 386585, 340184, 316401	FALSE	Bacteria
573	Klebsiella pneumoniae	573, 272620, 484021	FALSE	Bacteria
582	Morganella morganii	582	FALSE	Bacteria
584	Proteus mirabilis	529507, 10001500, 584, 10001006, 10001498, 10001491, 10001490, 10001499	FALSE	Bacteria
585	Proteus vulgaris	10001489	FALSE	Bacteria
588	Providencia stuartii	10001514, 10001588	FALSE	Bacteria
599	Salmonella sp.	599	FALSE	Bacteria
615	Serratia marcescens	615	FALSE	Bacteria
621	Shigella boydii	344609, 300268, 621	FALSE	Bacteria
622	Shigella dysenteriae (Escherichia/Shigella dysenteriae)	10000749, 622, 10000748, 300267	FALSE	Bacteria
623	Shigella flexneri (Escherichia flexneri)	10000752, 42897, 766147, 1288825, 424720, 766154, 198214, 424717, 623, 591020, 198215, 424718, 373384, 10000754	FALSE	Bacteria
624	Shigella sonnei	624, 300269	FALSE	Bacteria
630	Yersinia enterocolitica	393305, 630, 34054, 913028	FALSE	Bacteria
632	Yersinia pestis	412420, 386656, 373665, 187410, 360102, 10000756, 375450, 349746, 377628, 214092, 10000757, 632	FALSE	Bacteria
633	Yersinia pseudotuberculosis	10001895, 349747, 633, 273123	FALSE	Bacteria
634	Yersinia bercovieri	349968	FALSE	Bacteria
636	Edwardsiella tarda	636	FALSE	Bacteria
644	Aeromonas hydrophila	644	FALSE	Bacteria
645	Aeromonas salmonicida	645, 29491	FALSE	Bacteria
659	Photobacterium phosphoreum	659	FALSE	Bacteria
661	Photobacterium angustum	314292	FALSE	Bacteria
663	Vibrio alginolyticus	314288	FALSE	Bacteria
666	Vibrio cholerae	243277, 686, 345076, 345072, 417398, 666, 417399, 412614, 127906, 412883, 412967, 345075, 592313, 412966, 10000568, 417400, 10000567, 345073, 44104, 345074, 45888, 404974	FALSE	Bacteria
670	Vibrio parahaemolyticus	223926, 419109, 670, 563773, 627611	FALSE	Bacteria
671	Vibrio proteolyticus	671	FALSE	Bacteria
672	Vibrio vulnificus	672, 10002557, 216895, 196600, 914127	FALSE	Bacteria
674	Vibrio mimicus	674	FALSE	Bacteria
703	Plesiomonas shigelloides	703	FALSE	Bacteria
714	Aggregatibacter actinomycetemcomitans	714, 10001628	FALSE	Bacteria
715	Actinobacillus pleuropneumoniae	715, 209841, 228399	FALSE	Bacteria
727	Haemophilus influenzae	71421, 374928, 10001053, 10001150, 374932, 10000860, 10001042, 262727, 10001055, 10001149, 281310, 10001155, 374931, 10000861, 10001056, 10001520, 375432, 521005, 262728, 374927, 727, 10000833, 521004, 374933, 375177, 10000807, 10001523	FALSE	Bacteria
730	Haemophilus ducreyi	730, 233412	FALSE	Bacteria
731	Histophilus somni	228400, 731, 205914	FALSE	Bacteria
738	Glaesserella parasuis	738, 557723, 1117322	FALSE	Bacteria
747	Pasteurella multocida	10000759, 272843, 747	FALSE	Bacteria
769	Anaplasma centrale	769, 574556	FALSE	Bacteria
770	Anaplasma marginale	770, 320483, 10000760, 234826	FALSE	Bacteria
774	Bartonella bacilliformis	774, 360095	FALSE	Bacteria
777	Coxiella burnetii	360117, 227377, 434922, 360116, 777, 434924, 434923, 360115	FALSE	Bacteria
779	Ehrlichia ruminantium (heartwater rickettsia)	254945, 779	FALSE	Bacteria
781	Rickettsia conorii	781, 272944	FALSE	Bacteria
782	Rickettsia prowazekii	272947, 782	FALSE	Bacteria
783	Rickettsia rickettsii	452659, 392021, 1105104, 783	FALSE	Bacteria
784	Orientia tsutsugamushi	784, 10000761, 357244, 334380	FALSE	Bacteria
785	Rickettsia typhi	257363, 785	FALSE	Bacteria
786	Rickettsia akari (agent of rickettsialpox)	293614	FALSE	Bacteria
787	Rickettsia australis	787	FALSE	Bacteria
788	Rickettsia canadensis	788	FALSE	Bacteria
813	Chlamydia trachomatis	10001085, 10000765, 10000853, 10000769, 10000768, 272561, 10000845, 10001121, 759363, 672161, 10001008, 315277, 634464, 10000763, 10000767, 813, 10000858, 10000804, 10001141, 10000766, 10000764, 580047	FALSE	Bacteria
817	Bacteroides fragilis	817	FALSE	Bacteria
818	Bacteroides thetaiotaomicron	818, 226186	FALSE	Bacteria
820	Bacteroides uniformis	820	FALSE	Bacteria
821	Phocaeicola vulgatus	821	FALSE	Bacteria
823	Parabacteroides distasonis	823	FALSE	Bacteria
837	Porphyromonas gingivalis	837, 242619, 10001223, 1403335, 431947, 1125722, 10001081	FALSE	Bacteria
851	Fusobacterium nucleatum (Fusibacterium nucleatum)	851	FALSE	Bacteria
853	Faecalibacterium prausnitzii	853	FALSE	Bacteria
891	Desulfuromonas acetoxidans	281689	FALSE	Bacteria
907	Megasphaera elsdenii	907	FALSE	Bacteria
920	Acidithiobacillus ferrooxidans	920	FALSE	Bacteria
944	Ehrlichia canis	944, 269484	FALSE	Bacteria
945	Ehrlichia chaffeensis	205920, 945	FALSE	Bacteria
947	Ehrlichia ewingii	947	FALSE	Bacteria
948	Anaplasma phagocytophilum (agent of human granulocytic ehrlichiosis)	948, 212042	FALSE	Bacteria
955	Wolbachia pipientis	955	FALSE	Bacteria
985	Cytophaga hutchinsonii	269798	FALSE	Bacteria
1006	Marivirga tractuosa	1006	FALSE	Bacteria
1018	Capnocytophaga ochracea	1018	FALSE	Bacteria
1019	Capnocytophaga sputigena	1019	FALSE	Bacteria
1022	Beggiatoa alba	1022	FALSE	Bacteria
1027	Microscilla marina	313606	FALSE	Bacteria
1063	Cereibacter sphaeroides	272943, 1063, 349101	FALSE	Bacteria
1076	Rhodopseudomonas palustris	1076, 316056	FALSE	Bacteria
1102	Prosthecochloris aestuarii	290512	FALSE	Bacteria
1108	Chloroflexus aurantiacus	324602	FALSE	Bacteria
1126	Microcystis aeruginosa	1126	FALSE	Bacteria
1206	Trichodesmium erythraeum	203124	FALSE	Bacteria
1245	Leuconostoc mesenteroides	1245	FALSE	Bacteria
1254	Pediococcus acidilactici	1254	FALSE	Bacteria
1260	Finegoldia magna	1260	FALSE	Bacteria
1265	Ruminococcus flavefaciens	1265	FALSE	Bacteria
1270	Micrococcus luteus	1270	FALSE	Bacteria
1280	Staphylococcus aureus	196620, 282458, 548470, 10002122, 10002129, 10001662, 359787, 451515, 367830, 10002121, 1193576, 93062, 158879, 548473, 451516, 93061, 1458279, 553583, 426430, 1280	FALSE	Bacteria
1282	Staphylococcus epidermidis	176279, 1282, 525374, 1236978	FALSE	Bacteria
1292	Staphylococcus warneri	1292	FALSE	Bacteria
1299	Deinococcus radiodurans (Deinococcus radiidurans)	1299, 243230	FALSE	Bacteria
1302	Streptococcus gordonii	1302	FALSE	Bacteria
1303	Streptococcus oralis	1303	FALSE	Bacteria
1304	Streptococcus salivarius	10001975, 1304	FALSE	Bacteria
1305	Streptococcus sanguinis	1305, 10001439	FALSE	Bacteria
1307	Streptococcus suis	1307, 10002192, 1184252, 1214154, 1214159	FALSE	Bacteria
1309	Streptococcus mutans	1309, 1198676, 857099, 10000773	FALSE	Bacteria
1310	Streptococcus sobrinus	246202, 1310	FALSE	Bacteria
1311	Streptococcus agalactiae	208435, 216495, 10001795, 1311, 342614, 216466, 342615, 10001900, 342617, 355315, 342613, 211110	FALSE	Bacteria
1313	Streptococcus pneumoniae	216600, 914129, 10002314, 10001687, 10001686, 373153, 10001645, 1313, 10001730, 10002272, 10001801, 170187, 10001646, 10001731, 10001833, 10001651, 10001644, 171101, 10001638, 10002161, 10001834, 10001792	FALSE	Bacteria
1314	Streptococcus pyogenes	342023, 1207470, 10000790, 301449, 10000797, 160491, 1314, 301450, 10000777, 301448, 301451, 10000778, 10000786, 10000796, 10000792, 286636, 10000542, 186103, 10000785, 404330, 10000780, 301452, 404331, 10000779, 10000782, 10000824, 10000788, 10000775, 410069, 10000776, 10000789, 10000798, 10000794, 10000791, 10000781, 10000783, 10000784, 10000787, 10000795, 10000793, 160490	FALSE	Bacteria
1317	Streptococcus downei (Streptococcus downensis)	1317	FALSE	Bacteria
1319	Streptococcus sp. 'group B'	1319	FALSE	Bacteria
1320	Streptococcus sp. 'group G'	1320	FALSE	Bacteria
1328	Streptococcus anginosus	10001663	FALSE	Bacteria
1334	Streptococcus dysgalactiae	1334, 10001676, 119602, 10001641	FALSE	Bacteria
1336	Streptococcus equi	1336	FALSE	Bacteria
1338	Streptococcus intermedius	1338	FALSE	Bacteria
1349	Streptococcus uberis	1349	FALSE	Bacteria
1351	Enterococcus faecalis	1351	FALSE	Bacteria
1352	Enterococcus faecium	333849, 1352	FALSE	Bacteria
1358	Lactococcus lactis	1358	FALSE	Bacteria
1390	Bacillus amyloliquefaciens	1390	FALSE	Bacteria
1392	Bacillus anthracis (anthrax)	592021, 191218, 486621, 405536, 486620, 568206, 260799, 486619, 212045, 10000291, 486623, 486624, 1392, 198094, 261594	FALSE	Bacteria
1396	Bacillus cereus	405532, 526979, 451707, 526977, 226900, 451709, 526974, 269801, 405917, 572264, 347495, 451708, 1396, 405533, 405531	FALSE	Bacteria
1402	Bacillus licheniformis	1402	FALSE	Bacteria
1404	Priestia megaterium	1404	FALSE	Bacteria
1405	Bacillus mycoides	1405, 315730	FALSE	Bacteria
1406	Paenibacillus polymyxa	1406	FALSE	Bacteria
1408	Bacillus pumilus	1408	FALSE	Bacteria
1422	Geobacillus stearothermophilus	1422	FALSE	Bacteria
1423	Bacillus subtilis	535026, 224308, 1423	FALSE	Bacteria
1428	Bacillus thuringiensis	1435, 527024, 1428, 339854, 412694, 29339, 527026	FALSE	Bacteria
1454	Schinkia azotoformans (Bacillus azotiformans)	1454	FALSE	Bacteria
1467	Lederbergia lenta	1467	FALSE	Bacteria
1488	Clostridium acetobutylicum	272562	FALSE	Bacteria
1491	Clostridium botulinum	10000297, 36830, 36826, 441771, 413999, 36827, 508767, 10000306, 935198, 10000304, 36829, 10000301, 1491, 10000294, 445338, 10000295, 10000303, 36831, 10000299, 10000293, 10000296, 10000305, 445335, 10000302	FALSE	Bacteria
1492	Clostridium butyricum	1492	FALSE	Bacteria
1496	Clostridium difficile	645463, 10002079, 272563, 10001847, 1169127, 10000307, 1496	FALSE	Bacteria
1502	Clostridium perfringens	107819, 195102, 1502	FALSE	Bacteria
1513	Clostridium tetani	1513, 212717	FALSE	Bacteria
1515	Acetivibrio thermocellus	203119	FALSE	Bacteria
1520	Clostridium beijerinckii	290402, 1520	FALSE	Bacteria
1525	Moorella thermoacetica	264732	FALSE	Bacteria
1531	Enterocloster clostridioformis	1531	FALSE	Bacteria
1542	Clostridium novyi	386415	FALSE	Bacteria
1582	Lacticaseibacillus casei	1582, 1423732	FALSE	Bacteria
1584	Lactobacillus delbrueckii	1585, 390333	FALSE	Bacteria
1590	Lactiplantibacillus plantarum	1590	FALSE	Bacteria
1599	Latilactobacillus sakei	1599	FALSE	Bacteria
1604	Lactobacillus amylovorus	1604	FALSE	Bacteria
1605	Ligilactobacillus animalis	1605	FALSE	Bacteria
1613	Limosilactobacillus fermentum	1613	FALSE	Bacteria
1622	Ligilactobacillus murinus	1235801	FALSE	Bacteria
1638	Listeria ivanovii	1638	FALSE	Bacteria
1639	Listeria monocytogenes	552536, 267409, 568819, 10000309, 1639, 393130, 393125, 393117, 401650, 393124, 169963, 267410, 393126, 265669, 10000308, 393128, 393133	FALSE	Bacteria
1640	Listeria seeligeri	1640	FALSE	Bacteria
1641	Listeria grayi	1641	FALSE	Bacteria
1642	Listeria innocua	1642	FALSE	Bacteria
1643	Listeria welshimeri	386043	FALSE	Bacteria
1646	Renibacterium salmoninarum	1646	FALSE	Bacteria
1660	Schaalia odontolytica	1660	FALSE	Bacteria
1661	Trueperella pyogenes	1661, 10000980	FALSE	Bacteria
1664	Arthrobacter glacialis	1664	FALSE	Bacteria
1681	Bifidobacterium bifidum	1681	FALSE	Bacteria
1685	Bifidobacterium breve	1685	FALSE	Bacteria
1717	Corynebacterium diphtheriae	1717, 257309	FALSE	Bacteria
1718	Corynebacterium glutamicum	340322, 196627, 1718	FALSE	Bacteria
1719	Corynebacterium pseudotuberculosis	1719	FALSE	Bacteria
1744	Propionibacterium freudenreichii	1752	FALSE	Bacteria
1747	Cutibacterium acnes (Propionicibacterium acnes)	1091045, 1747	FALSE	Bacteria
1764	Mycobacterium avium	262316, 10000316, 1391998, 10000319, 10000328, 10000313, 10000317, 1770, 10000320, 10000318, 1764, 243243, 10001884, 10000314	FALSE	Bacteria
1766	Mycolicibacterium fortuitum	1766, 144549	FALSE	Bacteria
1767	Mycobacterium intracellulare	1767, 487521	FALSE	Bacteria
1768	Mycobacterium kansasii	557599, 1768	FALSE	Bacteria
1769	Mycobacterium leprae	272631, 1769	FALSE	Bacteria
1771	Mycolicibacterium phlei	1771	FALSE	Bacteria
1772	Mycolicibacterium smegmatis	246196, 1772	FALSE	Bacteria
1773	Mycobacterium tuberculosis	1389959, 1773, 410289, 515617, 336982, 1765, 10000329, 419947, 10000323, 443149, 395095, 652616, 182785, 83331, 83332, 348776, 233413, 561275, 33892	FALSE	Bacteria
1774	Mycobacteroides chelonae	1774	FALSE	Bacteria
1777	Mycobacterium gastri	10000331	FALSE	Bacteria
1778	Mycobacterium gordonae	1778	FALSE	Bacteria
1781	Mycobacterium marinum	216594, 1781	FALSE	Bacteria
1783	Mycobacterium scrofulaceum	1783	FALSE	Bacteria
1795	Mycolicibacterium neoaurum	1795	FALSE	Bacteria
1804	Mycolicibacterium gilvum	350054, 1804, 278137	FALSE	Bacteria
1809	Mycobacterium ulcerans	362242, 1809	FALSE	Bacteria
1828	Rhodococcus fascians	1828	FALSE	Bacteria
1830	Rhodococcus ruber	1830	FALSE	Bacteria
1833	Rhodococcus erythropolis	1833	FALSE	Bacteria
1836	Saccharopolyspora erythraea	1836	FALSE	Bacteria
1895	Streptomyces avidinii (Streptomyces avidini)	1895	FALSE	Bacteria
1902	Streptomyces coelicolor	100226, 1902	FALSE	Bacteria
1916	Streptomyces lividans	1916	FALSE	Bacteria
1943	Streptomyces griseoruber (Streptomyces griseiruber)	1943	FALSE	Bacteria
1946	Streptomyces kasugaensis (Streptomyces kasugensis)	1946	FALSE	Bacteria
2021	Thermobifida fusca	269800	FALSE	Bacteria
2039	Tropheryma whipplei	2039	FALSE	Bacteria
2066	Kitasatospora setae	452652	FALSE	Bacteria
2096	Mycoplasmoides gallisepticum	1006581	FALSE	Bacteria
2097	Mycoplasmoides genitalium	243273, 2097	FALSE	Bacteria
2099	Mesomycoplasma hyopneumoniae	262722, 295358, 2099, 754503	FALSE	Bacteria
2100	Mesomycoplasma hyorhinis	2100	FALSE	Bacteria
2104	Mycoplasmoides pneumoniae (Filterable agent of primary atypical pneumonia)	722438, 2104, 272634	FALSE	Bacteria
2110	Mycoplasmopsis agalactiae	347257	FALSE	Bacteria
2133	Spiroplasma citri	2133	FALSE	Bacteria
2148	Acholeplasma laidlawii	2148	FALSE	Bacteria
2173	Methanobrevibacter smithii	2173	FALSE	Archaea
2190	Methanocaldococcus jannaschii	243232, 2190	FALSE	
2234	Archaeoglobus fulgidus	2234	FALSE	
2238	Haloarcula marismortui	272569	FALSE	
2242	Halobacterium salinarum	2242	FALSE	
2261	Pyrococcus furiosus	2261	FALSE	
2287	Saccharolobus solfataricus	2287	FALSE	
2336	Thermotoga maritima	243274, 2336	FALSE	Bacteria
2439	Plasmid ColB2	2439	FALSE	Other
2465	Plasmid F	2465	FALSE	Other
2702	Gardnerella vaginalis	2702	FALSE	Bacteria
2711	Citrus sinensis (Valencia orange)	2711	FALSE	Eukaryota
2736	Verrucomicrobium spinosum	2736	FALSE	Bacteria
2903	Emiliania huxleyi	2903, 280463	FALSE	Eukaryota
3039	Euglena gracilis	3039	FALSE	Eukaryota
3055	Chlamydomonas reinhardtii	3055	FALSE	Eukaryota
3067	Volvox carteri	3068	FALSE	Eukaryota
3346	Pinus pinea (parasol pine)	3346	FALSE	Eukaryota
3352	Pinus taeda (loblolly pine)	3352	FALSE	Eukaryota
3369	Cryptomeria japonica (Japanese cedar)	3369	FALSE	Eukaryota
3469	Papaver somniferum (opium poppy)	3469	FALSE	Eukaryota
3505	Betula pendula (European white birch)	3505	FALSE	Eukaryota
3513	Quercus alba (white oak)	3513	FALSE	Eukaryota
3517	Alnus glutinosa	3517	FALSE	Eukaryota
3559	Chenopodium album (lamb's-quarters)	3559	FALSE	Eukaryota
3562	Spinacia oleracea (Spinacea oleracea)	3562	FALSE	Eukaryota
3567	Amaranthus caudatus (Inca-wheat)	3567	FALSE	Eukaryota
3617	Fagopyrum esculentum (common buckwheat)	3617	FALSE	Eukaryota
3625	Actinidia chinensis (golden kiwifruit)	3625	FALSE	Eukaryota
3645	Bertholletia excelsa (Brazil nut)	3645	FALSE	Eukaryota
3656	Cucumis melo (Oriental melon)	3656	FALSE	Eukaryota
3677	Trichosanthes kirilowii (Mongolian snake-gourd)	3677	FALSE	Eukaryota
3702	Arabidopsis thaliana (mouse-ear cress)	3702	FALSE	Eukaryota
3704	Armoracia rusticana (horseradish)	3704	FALSE	Eukaryota
3707	Brassica juncea (Indian mustard)	3707	FALSE	Eukaryota
3708	Brassica napus (oilseed rape)	3708	FALSE	Eukaryota
3711	Brassica rapa (field mustard)	3711	FALSE	Eukaryota
3726	Raphanus sativus (radish)	3726	FALSE	Eukaryota
3728	Sinapis alba (bai jie)	3728	FALSE	Eukaryota
3750	Malus domestica (apple)	3750	FALSE	Eukaryota
3755	Prunus dulcis (almond)	3755	FALSE	Eukaryota
3758	Prunus domestica (plum)	3758	FALSE	Eukaryota
3760	Prunus persica (peach)	3760	FALSE	Eukaryota
3816	Abrus precatorius (Indian licorice)	3816	FALSE	Eukaryota
3818	Arachis hypogaea (peanut)	3818	FALSE	Eukaryota
3847	Glycine max (soybean)	3847	FALSE	Eukaryota
3864	Lens culinaris (lentil)	3864	FALSE	Eukaryota
3885	Phaseolus vulgaris (French bean)	3885	FALSE	Eukaryota
3888	Pisum sativum (garden pea)	3888	FALSE	Eukaryota
3972	Viscum album (European mistletoe)	3972	FALSE	Eukaryota
3981	Hevea brasiliensis (rubbertree)	3981	FALSE	Eukaryota
3988	Ricinus communis (castor bean)	3988	FALSE	Eukaryota
4026	Acer pseudoplatanus (sycamore maple)	4026	FALSE	Eukaryota
4039	Daucus carota (Queen Anne's lace)	4039	FALSE	Eukaryota
4045	Apium graveolens (celery)	4045	FALSE	Eukaryota
4081	Solanum lycopersicum (tomato)	4081	FALSE	Eukaryota
4097	Nicotiana tabacum (American tobacco)	4097	FALSE	Eukaryota
4100	Nicotiana benthamiana	4100	FALSE	Eukaryota
4113	Solanum tuberosum (potato)	4113	FALSE	Eukaryota
4120	Ipomoea batatas (batate)	4120	FALSE	Eukaryota
4146	Olea europaea (common olive)	4146	FALSE	Eukaryota
4182	Sesamum indicum (beniseed)	4182	FALSE	Eukaryota
4212	Ambrosia artemisiifolia (annual ragweed)	4215, 4212	FALSE	Eukaryota
4214	Ambrosia trifida (giant ragweed)	4214	FALSE	Eukaryota
4220	Artemisia vulgaris (mugwort)	4220	FALSE	Eukaryota
4232	Helianthus annuus (common sunflower)	4232	FALSE	Eukaryota
4498	Avena sativa (cultivated oat)	4498	FALSE	Eukaryota
4509	Dactylis glomerata (cocksfoot)	4509	FALSE	Eukaryota
4513	Hordeum vulgare (barley)	77009, 112509, 4513	FALSE	Eukaryota
4522	Lolium perenne (perennial ryegrass)	4522	FALSE	Eukaryota
4530	Oryza sativa (Asian cultivated rice)	4530, 39947	FALSE	Eukaryota
4545	Poa pratensis (Kentucky bluegrass)	4545	FALSE	Eukaryota
4550	Secale cereale (rye)	4550, 155091	FALSE	Eukaryota
4558	Sorghum bicolor (broomcorn)	4558	FALSE	Eukaryota
4565	Triticum aestivum (Canadian hard winter wheat)	4565	FALSE	Eukaryota
4568	Triticum monococcum (einkorn wheat)	4568	FALSE	Eukaryota
4571	Triticum turgidum (English wheat)	4567	FALSE	Eukaryota
4573	Aegilops speltoides	4573	FALSE	Eukaryota
4577	Zea mays (maize)	76912, 4577	FALSE	Eukaryota
4606	Lolium arundinaceum (tall fescue)	4606	FALSE	Eukaryota
4615	Ananas comosus (pineapple)	4615	FALSE	Eukaryota
4641	Musa acuminata (banana)	214697, 4641	FALSE	Eukaryota
4754	Pneumocystis carinii (Pneumocystis carinii f. sp. carinii)	4754	FALSE	Eukaryota
4784	Phytophthora capsici	4784	FALSE	Eukaryota
4792	Phytophthora parasitica	4792	FALSE	Eukaryota
4903	Cyberlindnera jadinii	4903	FALSE	Eukaryota
4920	Millerozyma farinosa	4920	FALSE	Eukaryota
4932	Saccharomyces cerevisiae (baker's yeast)	643680, 4932, 559292, 285006	FALSE	Eukaryota
4954	Zygosaccharomyces bailii	4954	FALSE	Eukaryota
5037	Histoplasma capsulatum	5037, 447093	FALSE	Eukaryota
5039	Blastomyces dermatitidis	5039, 653446, 10000828, 447095	FALSE	Eukaryota
5057	Aspergillus clavatus	5057	FALSE	Eukaryota
5059	Aspergillus flavus	5059	FALSE	Eukaryota
5060	Aspergillus giganteus	5060	FALSE	Eukaryota
5061	Aspergillus niger	5061	FALSE	Eukaryota
5064	Aspergillus restrictus	5064	FALSE	Eukaryota
5067	Aspergillus parasiticus	5067	FALSE	Eukaryota
5076	Penicillium chrysogenum	5076	FALSE	Eukaryota
5077	Penicillium citrinum	5077	FALSE	Eukaryota
5116	Cryphonectria parasitica (chestnut blight fungus)	660469	FALSE	Eukaryota
5141	Neurospora crassa	5141	FALSE	Eukaryota
5207	Cryptococcus neoformans	235443, 178876, 10001120, 10001132, 283643, 5207	FALSE	Eukaryota
5270	Ustilago maydis	237631	FALSE	Eukaryota
5325	Trametes versicolor	5325	FALSE	Eukaryota
5334	Schizophyllum commune	5334	FALSE	Eukaryota
5346	Coprinopsis cinerea	5346	FALSE	Eukaryota
5476	Candida albicans	10000337, 10000335, 10000339, 10001652, 237561, 5476	FALSE	Eukaryota
5478	Nakaseomyces glabratus	10001740	FALSE	Eukaryota
5480	Candida parapsilosis	10001747, 5480	FALSE	Eukaryota
5482	Candida tropicalis	5482	FALSE	Eukaryota
5501	Coccidioides immitis	5501	FALSE	Eukaryota
5503	Curvularia lunata	5503	FALSE	Eukaryota
5507	Fusarium oxysporum	5507	FALSE	Eukaryota
5518	Fusarium graminearum	5518	FALSE	Eukaryota
5551	Trichophyton rubrum	5551	FALSE	Eukaryota
5554	Cutaneotrichosporon cutaneum	5554	FALSE	Eukaryota
5580	Aureobasidium pullulans	5580	FALSE	Eukaryota
5599	Alternaria alternata	5599	FALSE	Eukaryota
5659	Leishmania amazonensis	5659	FALSE	Eukaryota
5660	Leishmania braziliensis	5660, 420245	FALSE	Eukaryota
5661	Leishmania donovani	10000341, 99875, 981087, 5661	FALSE	Eukaryota
5664	Leishmania major	347515, 5664	FALSE	Eukaryota
5665	Leishmania mexicana	5665, 929439	FALSE	Eukaryota
5667	Leishmania aethiopica	5667	FALSE	Eukaryota
